  500   50000
  153     177       6
  449     159       1
  103     401      24
  173     331      30
  246      82      10
   81     212      43
  383     441      31
   99     271       5
  466     310      34
  378     201      46
  135      53      31
  337     388      47
  233      94      43
   32      99      12
  432     161       9
  151     142      35
  180     196       3
  391     433      22
  307     473       4
  338     209      19
   52     166       3
  305     343      39
  490      65      11
  111     115      24
  361     381      17
  292     334      19
  183     372      40
   42     186      42
  232      40      22
  343     189      17
  297     307      45
  256     213      33
  392     234      27
  241     122      17
  351     309      16
   48     459      27
  137     468      42
  297     473      21
  177      64      29
  468     223      48
   13      47      40
  163      16      26
  124     321      36
   47     196      24
  100     125      37
   22      76      19
  473     135      26
  200     438      25
  203     500      14
    2      73      36
  228      67      12
  225     431      10
  194      21       7
   22      38      39
  400     427      12
  235     243       1
  438      91      24
  259      88      36
  145      45      24
   61     100      38
  361     447      26
  303      35      43
   10     384      27
   15     263       6
  455     489      39
  223      95      40
  145      37      21
   13      17      41
   25     197       2
   32     327       1
  394     381       2
  116      14      16
   76     125       8
   98     177      11
   17      29      30
   18      48      17
  429     286      14
  402     214      24
  390     388      28
  476      80      26
  313      25      39
  381      23      35
  193     398      18
  251     156      32
  282     414       2
  421     318      50
  316     271       3
  436     445       3
  397     261      11
  209     102      40
  224     128      18
   20     319      18
  486     460      43
  131     342       8
  386     283      27
  184     382      22
  245     220      15
  226     221      19
   39     481      47
  261     304       1
  126     253       4
   59     329      14
   99     192       6
  121     469      35
   12      78       2
  362      85       1
   84     298      29
   60     330      12
  392     263      31
  451     495      41
   40     159      27
   25     455      31
  300     329      13
  393     271       2
  279     223       8
  350     146      17
  124     305      39
  214     237      48
    7     447      18
  173     474      22
  151      21      21
  483     142      41
  444     139      50
  447     366      20
   45     443      36
  426     243      25
  332     273      14
  113     330      40
  477     405      31
   72     151       2
  313      75      24
  406     459      46
  225     310      32
  321     158      11
  238     356      18
   15     463      48
  489      29      48
  189     193      41
  140     232      42
  179     404      21
  271     412      13
  139     280       6
    7      12      24
  293     382      46
  455     179      32
  252      77      49
  302      54      21
  208     343       3
   71      79       4
  103     201      30
  302     235      49
  271     368       2
  413      97      22
   25     391      50
  288     262      41
   11     247      40
  357     100       4
   21     464      48
  222     192      45
   51     238      42
  413     211      43
  450     359      23
  225     365      44
   36     238      12
  392     214      20
  121     263      46
  401     242      22
  287     141      15
  351     260      44
  259     192      30
  262     263      12
  364      94      43
   64     341      37
    8      71      44
  300     397       1
  106     182      21
  169     360      19
   75      76      40
   88      71      38
  206     192      22
  490      60      35
  115     433      48
  326     427      32
  322     352      16
  149     334      30
   33     450      29
  149     183      17
   47     207      46
  460      89      23
  289      67      23
  203     189      26
  168     476      11
  302     437       8
  436     364      33
  459      54      18
  425     340       2
  136     391      11
  262     436       7
   21     262      38
  214     105       6
   12     153       9
  430     391      31
  437     233      13
  421     131      34
  499      38      29
  184     486      47
  382     323      18
  435     400      35
   31     442      32
  396     166      32
  375     203      45
  247     329      35
  385     202       1
  370     472      45
  122     222      30
  381      21      14
  332     456      46
  232     496      13
  173     105      39
  145     422      43
  187      78      36
  388     211      47
  180      82      32
   28     156      14
  129     465      48
  169     130       1
  223     175       2
   11     136      24
  387     336      40
  485     432      29
  414      56      17
  254     384      36
  244      76      45
  114     361      15
   18     293      42
  123     369      32
  235      89      39
   70     461      10
  372     268      34
  391     363      28
  437     408      28
  182       8      37
   91     136      36
  348     355      12
  430     498       1
  259      24      26
   58     216      32
  102     289      14
  371     334      22
  303     298      28
  406      70      15
   43     438      49
  462      88      21
  312     446      45
  328     308       7
  439     367      22
  209     402       8
  374     383      33
   51     123      33
  429     217      34
   36     109      26
  118     397      15
   32      79      10
  420     425      19
  200     169      26
   83      58      46
  253     119       1
  186     483      42
  104     462      26
   29     398      34
  139     312      43
   63     254      48
  249     456       7
  107     393       2
  422     121       8
  132     253      20
  243     249      20
  214     292      23
   69     105      18
   44     298      41
  221     284      49
  424     378      43
   66     271      33
   57     174       4
  216     231      34
  390     128      29
  225     343      14
  425     167       3
   68     197      36
  188     155       9
  248     470      48
   20     379      48
  417     390       2
  111     180      45
   79     258      20
  368     173      20
  489       9      39
  207     104      16
  221       4      19
   96     263      41
   12     454      36
  338     169      48
   89     152      31
  119     441      40
  135     243      45
  209     445      32
  277     403       3
  343      68      16
  372      62      34
  137     188      20
  307     389      35
  131     237      11
  426     473      37
  458     169      41
  337     429      29
  401     159      18
  126      77      24
    9     380      27
   60     149      42
  449     194       8
   21      30      13
  406     380      15
  279     223       8
   84     500      23
  420     340      33
  367     338      43
  356     370      11
  318     392      35
  383     413      29
  497     246      11
   11       4      21
  222      22      40
  176      12      20
  368     203      47
  348      99      12
  201     331      11
  115     207      12
  371     390      17
  394      57      19
  307     188      45
   94     405      18
  118     166      33
  162     399      33
  229     110      11
   96     394      31
   32     288      23
  333      35       5
  326     124      33
  325     180      42
  490     415       1
  497     255      19
  169     420      39
   99     177      43
  300     305      15
  101     136      32
  230      18       1
  265     247      39
  361      48      26
   77     212      27
  403      23      18
  393     146      24
  171     423      29
   92     320       8
  282     364      24
  470     114       5
   25      72       4
  372     109      33
   41     174      13
   39     371      37
  158     256      13
  462     471      48
  274     219      10
  447     182      19
  134     497      33
  184     273      11
  444      46      25
  423     313      37
   76     173       7
  441      52      36
  319     180      30
  408     285       8
  311      93      23
  324     316      34
  351       9      46
   20     257      23
   58     203      29
  108     490       1
  115     453      14
  182     422      24
  308     454      28
   45       3       8
  164     217       6
  437      28      44
  409     260      21
  387     211      11
   88     181       2
  467     264      33
  484     259      18
   92     278      16
  256     482      13
  409     402      25
  121     397      25
  146     303      36
  262     300       4
   32     363      19
  270      52      16
  281     487      44
   56      71      45
   50     467      37
  191      19      50
  391     397      31
  235     331      27
   25     464      29
  224     411      21
   72     175       2
  434     404       2
  354     248       8
  176     153      26
   47     173      35
  167     424      12
  245     182      44
  349     142      33
   92     359      30
   71      60      30
  491     268      26
  390     103      14
  330     229      21
  164     264      50
  263     354       9
  435     495       8
   93     389      40
  471     404      40
  362     346      26
  302     118      38
  315     281      13
  122      40       1
  256     397      23
  219     168      10
  266     255       3
  285     449      12
   78     157      38
   47     423      42
   39      77      36
  359      72      35
  395       4       4
  263     210      40
  267     359      21
  133     404      37
  286     338      39
   26     384      49
   17     366      44
  475     439      18
    6     434      38
   58     292      36
  433     123      15
  150     272      36
  374     370      34
  320     266      39
  319     121       9
  124     458      17
  326     482      21
   33     124      50
  330     308       4
  118     284      31
   39     448      15
  466     475      49
  269     188      42
  337     324      19
  360     347       9
  143     378      47
  420     433       3
  279     181       7
  253     341      49
  189     118      19
  130     302      43
  230     367       4
    3     307      42
  459     217      21
  120      20      27
   23      51      40
  101     439      14
  187      56      20
  385      94      33
  419      98      17
  385     187      37
  122     292       1
   57      55      35
  342     136      20
   14      61      30
  346     469      16
  412     472      29
  331      49      11
   86      44       7
  278     351       6
  218     403      50
  263     454      38
  417     221      30
   92     290      30
   56     317      45
  274      43      48
   48     401      13
  450     445      49
  422     361      37
  232     409      38
   74     201      31
  422     292       4
  372     443      42
   25     389      43
    9      76      45
   65     318      26
  159     140      41
  259     338      19
  233      18      12
   88     378      35
   98     497       7
  463     428      36
  282     449      31
   12     245      50
  269       7      13
  109     268      31
  172     488      41
   78     117      29
  482     168      48
  368     295       7
  481      50      21
  474     458      38
  250     311      41
  160      90      27
  379     495      15
   33      45      23
   62      32       7
   16      81      17
  300     333      48
  281     154       8
   73     329      48
  178     199      46
  251     350      43
   88     266      14
  356     302      42
  244     192       2
  315      33      23
  281     243      42
  268      17       6
  371     106      38
  479      42      47
  172      14      44
  355      49      43
  413     314      37
  362      95      15
   22     156      50
   23     440       2
  337     396      47
  219     235      44
   55     202      20
  319     413      37
  302     262      34
  278     336       6
  276     234      30
   86      52      45
  110     254      25
  112      11      16
  454     224      13
  434      72      43
  340     154      48
  184     423       8
  106     194      46
  495     305      49
  336     382       7
  313      76      42
  453     328      20
  286      21      26
  271     317      28
  287     232      22
   68     280      36
  368     105       3
   79     143      50
   23     395      34
   63     207      29
   81     396      22
  447     104      39
    5     391      39
  272     320      49
  439     302      48
  259      87      48
   75     235      29
   25     452      32
  374     122      25
  374     468      50
   87     368      48
  150     450       4
  272      52      37
  441     456      20
   73     402      11
  114     481      31
  324     261      10
  361     462      14
  404     389      18
  149     138      29
  355     323      45
  339     333      47
   25     297      16
  374     113      24
   75     136      28
  187     274      25
  262     349      49
  309     427      48
   39     194       5
  164     429      13
  154       1      39
  251      89      43
  452     467      30
  254     266      42
   56     353      21
   69     386      18
  177     122       2
  403     410      40
  190     341      21
  392     478       4
  188     152      15
  119     256       9
  470     368      37
  329     337       8
  165       4      40
  183     359      27
  453      44       5
  315     376       9
  240     372      34
  241     455      24
  302     103       7
  288      68      28
   99     155      19
  137     288      30
  489     469       6
  161     433      12
  248     333       1
  412      19      25
   28     260      44
  132      10       9
   29     172      44
  154     230       4
  392     300       2
  464      31      32
  209     177      22
  124     237      35
  151     187      37
  165      48       4
  264       2      25
  405      93      47
  316      10      13
  425     420      21
   20     306      24
  373     301      19
  328     383       9
   16     423       7
  174     281      17
  282     229       8
  261     130      34
  159     477      20
   50     492      10
   86     486      27
  250     456      25
  294     412       1
   99     326      41
  331     169      19
  277     485      16
  104     371       6
  356     240      31
  238     115      24
  500     217      36
   45     299      12
  479     383      30
  440      65      50
  494     132      44
  382     292      44
  463     282       4
  462     464      47
  285      97      28
   10     432      33
  206     154      16
  409     188      47
  396      24      48
  438     494      11
  101      66      27
  326     296      28
  337     208      24
   16     105       6
  110     428      29
  194     139      16
  182     159      43
  430     319      32
  125     140      29
  274     359      23
  191     277      33
  398     422      34
  403     359      27
   50     170       2
  438      61      21
  291      25      12
  192     150      11
  310     476      31
  484     313      27
  327     306      49
  192     182      37
  265     192       9
  361      25      30
  492     318      12
   73     296       7
  283     394      40
  130     387      49
  317     277      25
  405     292      23
  192     192       6
   68     293       5
  367     109       7
  289     155      22
  285     113      20
  360     370      15
  243     284      45
  314     471      19
   74       4      23
  413     485      32
  471      56       2
  465     327      30
  455     240       3
  405     386      36
  223     382      35
   73     251      40
  260     391      34
  379      35      31
  418     108       8
  443     412      38
   65     216      21
  219     280      22
  301      37      37
  427     111      30
   65      60      39
    4     256      21
  222     245      29
  285      97      32
  405     425      50
  307     368      21
   68     481      16
  431     463      30
   68     484      37
  354     400      39
   17     393      37
  368     159      36
  239      20      42
  269     476       5
  316     333      30
  340     394      29
  260     231      47
   36      50      46
   56      65      44
  366      64      36
  448      66       4
  499     230      41
  357     366      41
  315     208       1
  309     454      36
  368     258      49
   72     498      26
  250     465      40
  466     309      34
  166     203      22
  274      60      20
  342     257      18
  340     413      19
  480     413      31
  343     340      31
  276     180      44
  129      11      29
  211     100      41
   67      44      35
  430     400      50
  353     355      32
  385      11      17
  328     460      16
  251     208      27
   57     121      33
  194     147       2
   66     177      29
  167     120      15
   75     229      17
  271     115       7
  150     352      43
    8     236      45
  286     357       4
  423     485      25
  395     201       7
  167     145      25
  427     162      35
  344     176      34
  462     170       2
  442     162      32
  356      23      38
  451     386      27
  350     325      41
  338     342       5
   33     229      34
  255     275      40
   33     447      28
  477     322       9
  342     351       9
  154      44      50
  265     340       7
  406     152      33
  201     243      19
  391      63      29
  292     267      31
  127     491      38
    4     212       8
   49     366      26
  135     303      38
  359      44       8
  278      81      14
  168     142      28
  197     462      48
  333       3       5
  382      74       7
  161     391      46
  291     214      21
  417     151      47
   59      35      48
   70     215      39
  235     337       2
    6      94       6
  454     209      28
  239     326      44
   12     366      35
  432     162      18
  101     195      23
  198     175      23
  116     489      18
  321     364      17
  469      73       8
   92      27       3
  289     306      26
  138     446      14
  410      85      23
  427     137      18
  433     358      43
  383     290      27
   49     388      31
   86     347      14
  311     121       7
  367     114      14
  317     150       3
   28     130      11
    8     116      17
   39     407      17
  350     488      46
    3     455      22
  139     374       9
  112     338       9
  248     371      19
  244      79      18
   46     416      27
   39     198      17
  382      28      29
  116     239       1
  482     323      19
  282     345      50
  277     137      50
  175     462      16
   45     284      25
  214      48       8
  417     434      21
   96     366      29
  123     181      43
  375      14      23
  222      49      33
  344     268      20
   35      91      33
  417     477      41
  228      93      10
  229     414      16
   95      19      27
  426     397      38
  267     239      13
  497     411      32
  207     324      12
  161     458      22
  229     350      31
  448     364      19
   23     202      29
  218     214      45
  467     101      20
  482     101      25
  445     268      17
   60      93      18
    3     286       8
  420       1       2
  408     313       8
  434     138      13
  225      46      34
  403     130      18
   60     171      44
  108     199      17
  100     385      25
  250     171      21
  146      90      49
  382      73      21
  173      73      30
  254      59      18
  411     154      49
   54     235      41
  159     296      48
  276     233      50
  174     177      35
  219     104      15
   34     231      20
  229      40      23
  265     471      23
  457     383       2
  192     414      25
  266     227      31
   77     191      21
  248      89      30
   15     472      37
  247     301      28
  191     243       4
  225     447      10
  240     383      46
  409     160       3
   16      65      12
   95     179      45
   26     394      25
  480     309      46
   17     331      37
  365     224      19
  354      12      34
  193     216      20
   93     298      34
    2     388       2
  175     398      44
  478     478      43
  339     390      29
  384     466      27
  250      91      39
  375      20      27
  292     442      40
  131     211      16
  461      52      16
  128     227      14
  449     211      25
   45     199      50
  139     255      11
  396     171      50
  292     351       8
  492     444      21
  301     343      41
  227     229      38
   22      29       4
   77     487      33
  471      10      44
  145     232      22
  249       4      49
  360     221      18
   23     276       3
  364     305      11
  345     109      48
   10     366      19
  469     450      25
   22     265       2
   30     223      46
  283     244      33
  391     459      47
  166     423      49
  168      45       6
   73     397      42
   88       5      43
  404     209      36
   24     336      40
  138     348      11
  320     170      12
  103      79      37
  400     171      10
  489     484      38
  170     435      21
   49     230      22
  372     415      38
  189     428       6
  406     226      47
   57      42      23
  414     326      36
  326      15       7
  212      15      10
  229     233       6
   94     381      10
  500     210      40
  170     383      31
  344      45      44
  157     169      20
  183      89      50
   21     461       8
  413      91      46
  179      76      13
  330     218      16
  356      55       1
  261     252      20
   35     454      14
  316     495       7
  254      89      16
  317     333      45
    9      64      10
  243     274      32
  114     175      29
    3     134      47
  234     174      34
  434     430      17
  457     228       1
  420     440       4
   34     291      37
  279     305       8
  130     413      20
   55     140      42
    2     169      29
  442     402      28
  102     464      35
  274     466      24
  357     354      25
  274     330      22
  316     135      21
  172       3      43
  109     340       2
  392     440      27
  210     320      29
  489     336      49
  408      71      20
  477      83      38
  268     134      39
  329     345      28
  252      47      37
  448     373       4
   22     175       2
  169     193      36
  155     161      30
   56      67      36
  265     282      26
  454     153      36
   76     280      27
  125     289      17
  208     258       6
  384     469      29
  398     500       8
  440     113       5
  477     413      33
  416     141      25
  379     281       2
   18     102      48
  231     223      14
  127     348      24
  133     261      42
  434     222      39
   44      68      27
  487     299      28
  185     338      13
    7     108      24
  270     386      16
  239      89      16
  180     189      47
  398     259      20
  449     197      17
  482      67      37
   24     107      13
  204      79      29
   39     102      21
  189     144       6
  241     297      19
   82     296      47
  111     130      18
  177     145      36
   70     249       8
    8     397      29
  163      14       8
  251     171      12
  403     282      35
  469     193      31
   75      54      32
  139      34      37
   99     332      12
  119     456      38
  165      87      45
  341     181      10
  369     249      17
  285      42      25
   86     117      50
  113     196      49
  240      68       2
  431      47      37
   76     485      47
  432     372      44
  336     297      14
  403     489      31
  135       9      31
  463      33       1
   53     131      13
  451      83      19
  481      36      34
  426     155      18
   37     386      48
   19     339       5
  403     187      43
  211     424      48
  145     116      29
   12     254      21
  135     419      21
  335     224       5
  135      64      34
  123     209      21
  287     341      19
  138     233      12
  200      98       7
  426       4      39
   13     129       5
  169     130      44
  293     388      28
   43     430      29
  338     311       6
  472     483      21
   53     248      50
  463     286       8
  327     347       3
  345     462      23
  382     108      28
  495      49      48
  439      80      34
  271     261      19
  308      41      21
  356     455      23
  157      27      17
  166     245       4
  190     421       5
  387      66       4
  223     185      28
  357     307      50
  292     103      25
  211     353      40
  282     384       7
  493     492      22
  358      40      48
  100      19       9
  116     192      40
  403     148      48
  419     277       4
  374     218      50
  194     447      12
  458      47      28
  224     274      11
   40     143      40
  267     164       3
   80     328      46
  151     342      12
  398      22      20
  249     304      29
  264     237      39
  381     262      16
  127      90       3
  407     356       1
  128     360      42
   14     486       1
  361     211      16
  322      54      28
  398      55      48
  178     351       2
  333     116      13
  165     412      31
  483     468      23
  444     136      40
  230      54       1
   20     416      49
  280     180      43
  205      66      33
  331     458      29
  229     185      13
  161     312      28
  469     398      47
  430     203       3
  443     465      14
  317      26      20
  253      95      11
  350     202      38
  483     373      23
  388     413       1
   54      73      15
  340     306       4
  206     438      18
  279      55      26
  435     403      24
  268     310      41
   11     453      49
  145     372       9
  315     168      41
  144      41      23
  428     399      33
  270     359      36
  458     477      32
  377     463      44
  230     322      13
   59     300      44
  358     357      21
  386     126       7
  497     330      47
  231     238       7
  287     471      45
  442     172       7
  127     118      32
   59     280       7
  404     426      30
  340     303      43
  290      67       6
  139     491      24
  392     306      16
  421     488      25
  497     189      39
  500     371      48
  407     210      44
  486     137      39
   65      47      47
  440     257      11
  150     247       5
  214     338       2
  477      93      41
  204     322       2
  460       2      11
  173     471      45
    7     500      25
  114     410      38
  326     139       5
  226      44      50
  136     322      31
  143     207      30
  447     252      31
  394       3      35
  495     117      38
  432     141      22
  267      37      37
  493     201      20
  249     349      21
  411     309      34
  132     361      35
   22      83      48
  279     450       3
  442     368      32
  197      38      18
  155     111      31
  352     390      27
  181     405      20
  227     452      44
   69     141      42
  354      68       8
  336     188      40
   40     404      40
  379     342       7
  487     205      12
  389     412      49
  289     256       8
  151     173       4
  332     213      43
  358     319      38
  113     117      19
    3     377       5
  121     212      15
  478      44       7
  122     208      10
  163     420      15
  446     293      27
  131      24      37
  262     433      46
  423     128      12
   84     271       5
   93     441      11
  203      39      48
  471     232      38
  313     114      43
  257      17      15
  402     371       1
  119     377      43
   69     267      37
  196      77      48
  253     334      24
  478     108      23
  339     389      39
  427     186      42
  452     327      45
  333     481      33
  384     432       6
   73     386       4
  180     131      13
  370     464      20
  325     229      32
  141     223      20
  160     335      18
  219     239      49
  210      57      12
   93     483      47
  188     416      22
  352      59      18
   17     444      21
   11      18      16
  313     372      45
  391     259      22
  257     162      24
  327     325      32
   94     272      49
  461     326      34
  143     463       7
  479      78      24
  385     141      46
  376     262      14
  302     396      47
  137     268      26
  431     475      42
  121     351      19
  435      63      22
  169     301      13
  405     229       7
  160      88      45
   23     458      31
  313     456      11
  232     451      39
  241     241      19
   91      22       7
  236     195      27
  405     136       6
  494      26      10
  333     297       2
  327     379      15
  450     322      39
   52     191      30
   31     309      23
  340      70      28
  217      33      43
  331     428      33
  262       1       9
  486     453      13
  115     159       1
  119     381      29
  187     441      39
  397     441      48
  472     389       9
   53     278      19
  321     439      49
  228     457      31
  125     323      14
  165     232      26
    3     110       7
  466     198      11
  105     182      20
  314     186      23
  455      99      40
  166      63      20
  288     136       5
   62      75       1
   50     379      16
   22      99      21
  373     462       3
  220     160      26
  422     116      46
  156     304      17
  256     290       6
  373     164      19
  299     170      25
  482     323      16
  319     237      11
  320     337      30
   68     338      50
  168      19      37
  165     469       6
  298     281      48
  267     164       8
  138     209      17
   74     431       8
  169     404       5
  332     143      27
  203     467      22
  201     412      40
  356     342      39
  242     402      30
  431     173      18
  414      77      13
  233     194      49
  191     119      41
  197     119      26
  295     251      48
  210      75       9
  249     255      24
   19     474      47
  342      82       5
  476      74      14
  446     297      26
  446     186      31
  497     435      37
  287     210      23
  236     391      14
   61      66      35
  330     232      35
  415     355      31
  251      98       1
  121     269      21
   91      18      30
  222     423      50
  346     132      24
  490     311      20
  151     105       7
   94     274      26
  236      91      46
   83     121      17
  336     368      17
  269     287      28
  136     131      11
  228     481      10
  399     333      50
  304     102      38
  448     178      37
   97     360      11
   45     404      18
   76     473       3
  455     257      45
  427     428      50
  119     243      17
  384     208       8
   32     108      15
  287     490      15
  141     377      49
   32     473      29
  200     227      31
  185     336      30
  476       8      11
  168     275      31
  295     404      11
  326     493      50
  149     114      15
  205     357      13
  244     236       5
   85     351      45
  367     144      32
  495     276      45
  489     196      23
  329     434      26
  431      13      21
   71     101      33
  193     330       1
  446      46       3
  209     333      11
   31     338      41
  474      26      45
  307     428       6
  132     310      13
  110     182       2
  193     351      43
   61      59      31
   28     198       3
   61     156      27
  281     127      24
  309     174      49
  124     413       7
   52     342      10
  388     334      28
  401      98      50
  454     236      40
  207      59      11
  257     103       8
   78      79      34
  447     252      38
  377     469      11
  490     309       9
   27     157      17
  155      32      13
  438      42      13
  350     493       7
   64     110      15
  100     459      30
  223     320      14
  411     136       2
   79      16      46
   95      15      46
  241     488       3
  498      28      41
  192     301       9
  333      89      50
  210      55      32
  101      36      48
  282     352      28
   62     230      24
  267     163      18
   58     106      39
  493     482       3
  439     419      36
  333     130      43
  473     360      12
  449     196      48
    3     368      43
  184     288      41
  452     145      42
  262     393      35
  304     351       4
   25     102      31
  208     308       8
  472      59       5
  231     165      40
  272     381      21
  481     362      23
   91     161      13
  275     206      24
  304     222      15
  217     163      49
  118     212       6
   84     410      50
  260     348       4
  212     387      38
   88     313      44
  352     191       7
  219      46      17
  152     430      48
  323     466      39
   46     464      33
   10     134      12
  427     455      42
  208      78      18
  294     497      21
  161     202       8
  346       3      18
  196     427      29
    4     410       5
  302     404      23
  354     163      10
  354     297      19
  206      50      33
  491     100      33
  249     275       7
  398     274       4
   79     226       1
  408     270       3
  242     336      42
  110     293      36
  491     456      47
  118     336      46
  351     143      23
   73      39       8
   22     165      49
  440     130      42
  309       1      47
  396     481      31
  136     274       7
  339      43      17
  432      73      44
  231     471      12
  225     439       3
  120     420       9
  316      35      23
  285      33       1
  100      64       1
  422     224      30
  305      88       5
  111     331       4
  241     498      13
  467     288      31
  317      54      27
  388     394       3
  213     166       5
  475     236       7
   47     224      18
  249     481      11
  121     160       3
   63     302      19
  467     245       9
  257      96      10
    5     221      27
  488     100       3
  313      75      20
  307     420      27
  201     382      17
   33      16      19
  371      47      24
  462      96      11
  276     335      49
  176     148      36
  279      54      29
  392     488      14
   72     330      42
  275     425      27
  320     352      46
  465     323       1
  370      47       5
   73     480      20
  206     199      32
  349     149      29
  333     419      40
  418     117      12
   62     208       9
  203     234      15
  463     269      28
  244     280      33
   86     141      49
  282     168       7
  267     264      45
  164     472      21
  121     317       8
   56     288      21
   36     174       7
  348     248       2
  100     129      50
  180     231      18
  145     264      45
   80     223      26
  491     293      28
  467     473      24
  367     295      15
  125     308      20
  395     306      30
   20     241      26
  407     482      39
    7       1      23
  294     298      42
   78     381       9
  196      10      48
  239     479      11
  134      61      20
   27     168      21
  133      88      35
   57     234      25
  290      87      32
  394     191      34
   14     324      31
  240     368      21
   83     300      25
  130     474      35
  408     283      27
  311     362       2
   25     388      39
  350     241       3
  261      56      49
   47     401      25
  414     316      35
   21     205      17
  213     252      37
  173     318      23
  482     437      31
  194     188      31
  286     299      12
  436     210      28
  400     104       7
   28     483      29
  476      77      38
  282     404      32
  234     144       3
  447     223      50
  198      69      41
  462     203      48
  422       7      32
  314     481      34
  321      75      24
  225      18      36
   30     165      19
   17     103      12
  130     124      12
   65     315      39
  467     142      34
  427      92      16
   97      27       4
  430     414      49
   18       4      23
  184     231      22
  272     317      10
  238      50      26
  131     450      45
  340     264      48
  199     340      36
  142     500      38
  202     444      40
   20     191      21
  293     408      11
   27      88      12
  279     325      21
  497     305      28
  469     443      19
  421     209      12
  118     306       4
  305     381      30
  281     483      20
  260     177      47
  458      33      26
  339     226      29
  207      13      39
  251       2       8
  372     493      45
  494     140      12
  252      99      18
   33     306      12
  385     443      19
  385      96      24
  281     230      24
    1     244       3
  276     250      33
  424      23      15
  114      83      14
   37     483      29
   27     261       1
   22     464      26
   79      71       6
  225     397       4
  443     100      17
  171     181      10
  179       7      35
  160     206      17
   17     411      36
  402     500      21
  326     105       7
   10     204       6
  270     203      46
  129     269      11
  240     115      41
  129     375      35
   74     175       7
  317     496       6
  257     150      43
   27     397      34
  339     174      49
  439     134       7
  113     477      47
  209     478      39
  219      56      36
  333     327       4
  144     367      27
  438     330       2
  488     434      23
    2     229      17
  466     245      41
  497     227       6
  266     417      30
  195     410      11
   62     201      30
   70       5       6
  461     182      31
  405     403      21
  104     470      34
   68     375      32
  462     393      39
  125      57      26
   92     469      24
  152     147      24
   79     209      50
  466     288      36
  344     153      10
  394     317      20
   27     456      37
   26     204      47
  165     144      43
  350     220      50
   17     194      10
  332      68      17
  423     432      31
  164     135      43
  408     374      37
  237     426       9
  393      43       6
   23      33      42
  479     127       5
  352     359       3
  210     315      16
  278     132      36
  456     185       6
  400     161      30
  444     265      12
  265     235      48
  260     222       9
  285      90      38
  349     230       7
  356     313      30
   39     374       2
  396     145      21
  385     153      46
  215     143      48
  104     151      48
  421     486       4
   89     312      25
  479     225       1
   82     131      31
  322      13      34
  257     249      46
  200     146      19
    6     408      45
  498      33       7
  293     204      41
  404      89      15
   70     182      18
  361      43      31
  418     219      44
  438      12       1
   38     238      29
  223     149      22
  353     333       7
  435     137      31
  477     350      12
  188     455       8
   16     203      10
   66     147       3
  344     239      40
  339     215       4
  199     144      20
   82     122      14
  408      49      19
   77     377      36
  240     350       2
  382     209      33
  372     340      13
  321      34      40
  399     314      40
  444     498       7
  275     101       6
  192      56      49
  304     175      23
   65     382      21
  169     293       7
  333     455      16
   32     194      49
   91     242      32
  117      80       9
   17     309      20
  469     430      46
   10     320      32
  402     328      31
  109     207       5
  148      70      50
  381      43      35
  136     356      21
   57     339      27
  232     446      16
  431     303      27
   83     459      11
  205     431       1
  215      76      10
    8     351      32
   89     463       4
  116     160      37
  163     144      27
  178      55      18
  304     366      40
  446     213       2
  271     333      45
  302     319      44
  150     476      23
    2     349      28
  221     226      44
  312     455       9
  291       1      44
  133     179       9
  313      56      24
    7      13      25
  322      47       3
  410     468       2
  271     472      27
  278     335       2
  150     333      20
  451     124      19
  170     318      18
  193     484      36
  480     160      18
   22     200      42
  348      66      42
  199     116       6
  255     449      41
  470     400       4
  300     139      32
  133     303      22
  305      66      19
  100     483      46
  236     393      37
    5     357      15
  277      25      30
  279     329      41
   48     457       9
   12     320      37
  429     305      50
   37     347       6
  185     357      45
  412      73       4
   23     219      10
   48      97      33
  463     250      17
  193     252      40
  398     319      37
  189     450       8
  443      27      13
  451     361      49
  206     146      48
  459     365      46
  155      33      11
  127      89      30
  187     491      29
  491     497      50
   34     340       7
  436     439      17
  404     386      37
  339     102      38
  449     157      28
  305     471      41
  219     418      46
  125     463      18
  183     358       3
   27     384      24
  178     356      15
   70     179      12
  302     255      32
   76     109      37
  484     184      30
  189      76      45
   41     208      18
  249      18      46
  219     112      38
   85     158      33
  360     404      33
  446     404      40
   69     120      22
  227     486      36
  342      83      15
  312     410       8
  194     260      13
  339     201      19
  193     460       8
  100      81      32
  233      86      14
  241     201      33
   71     291      46
   13     217      11
  135     150      36
  158     442      19
  414     346      30
  353     220      31
  155     351      37
  149     263      18
   13     347      27
   29     453      10
  390      45      26
   72     210      42
  476     151      40
   80      93      44
  384     153      29
  110     149      42
  236      55       3
  477      97      27
  440     274      26
  174      87      14
  131     141      17
  282     227      41
  423     126      32
   50     489      40
  320     308      10
  396     165      22
  301     157      35
  422     354       3
   90      28      33
  369     318      15
  309     244       9
  169     158       6
   17      97      14
  393     489      29
   27     239      15
  182     206       7
   84     196      34
   34     498      48
  170     394       6
  110     379      33
  404     135      12
  363     227      33
  275     428      12
  143     272      33
    1     271      26
  332     193      34
  346     470      31
  129     404      34
  292      35      24
  274     366      20
  160      76      30
  253     262      12
  119      34      47
  500       4      12
  338      36      30
  477     411      24
   88     408      22
  218      91      13
  345      64      15
  472     296      25
  142     128      42
  188     484      20
  372     188      40
  253      85      38
  140     225      22
  275     249      15
   71     130       1
  381      24      46
   60     307      10
  362      83      45
  469     468      42
  340     231      21
  339     114      45
   24     390      41
